15,6,710.2,287.7,53.7,48.6,-1,-1,-1,-1
15,2,849.4,263.5,57.9,42.4,-1,-1,-1,-1
15,1,774.8,355.7,99.8,118.9,-1,-1,-1,-1
16,6,714.5,292.2,52.3,49.6,-1,-1,-1,-1
16,2,839.8,258.9,55.4,40.1,-1,-1,-1,-1
16,1,778.0,363.2,101.1,121.4,-1,-1,-1,-1
17,6,717.4,299.1,50.8,49.7,-1,-1,-1,-1
17,2,831.5,253.0,53.0,38.2,-1,-1,-1,-1
17,1,780.7,370.1,100.8,123.9,-1,-1,-1,-1
18,6,719.7,302.2,49.6,50.6,-1,-1,-1,-1
18,2,824.3,248.7,51.4,37.7,-1,-1,-1,-1
18,1,783.0,374.3,100.6,127.1,-1,-1,-1,-1
19,9,1156.1,447.9,434.8,309.1,-1,-1,-1,-1
19,6,726.1,303.7,55.5,53.8,-1,-1,-1,-1
19,2,816.3,244.8,49.9,36.6,-1,-1,-1,-1
19,1,786.1,379.1,100.2,131.3,-1,-1,-1,-1
20,12,646.2,220.0,39.0,32.4,-1,-1,-1,-1
20,9,1137.7,435.3,411.7,293.9,-1,-1,-1,-1
20,6,726.9,324.1,50.0,54.7,-1,-1,-1,-1
20,2,808.4,240.9,48.8,36.4,-1,-1,-1,-1
20,1,788.5,388.4,99.5,132.4,-1,-1,-1,-1
21,12,648.1,222.8,39.3,32.5,-1,-1,-1,-1
21,9,1120.4,422.6,388.8,277.9,-1,-1,-1,-1
21,2,801.3,237.9,46.4,35.2,-1,-1,-1,-1
21,1,791.6,395.4,98.3,134.7,-1,-1,-1,-1
22,12,650.1,225.9,40.0,33.1,-1,-1,-1,-1
22,9,1103.1,411.9,367.4,263.4,-1,-1,-1,-1
22,2,793.4,233.7,45.6,34.3,-1,-1,-1,-1
22,1,792.0,405.8,99.2,136.6,-1,-1,-1,-1
23,12,651.7,227.7,42.3,34.9,-1,-1,-1,-1
23,9,1088.2,402.0,345.0,251.5,-1,-1,-1,-1
23,2,786.3,229.2,43.2,32.3,-1,-1,-1,-1
23,1,790.4,415.0,99.5,138.8,-1,-1,-1,-1
24,12,655.1,230.8,46.5,37.2,-1,-1,-1,-1
24,9,1072.6,391.3,325.7,241.3,-1,-1,-1,-1
24,2,779.2,224.9,42.0,31.2,-1,-1,-1,-1
24,1,790.5,420.3,99.2,142.7,-1,-1,-1,-1
25,12,657.6,234.6,49.0,38.8,-1,-1,-1,-1
25,9,1059.2,382.2,306.3,227.9,-1,-1,-1,-1
25,2,773.8,220.5,41.4,30.9,-1,-1,-1,-1
25,1,790.6,426.5,100.1,146.5,-1,-1,-1,-1
26,12,661.8,237.2,50.0,39.9,-1,-1,-1,-1
26,9,1045.2,374.2,290.4,214.9,-1,-1,-1,-1
26,6,755.3,360.4,64.4,67.4,-1,-1,-1,-1
26,2,767.0,218.3,40.2,29.2,-1,-1,-1,-1
26,1,788.6,432.7,101.1,151.5,-1,-1,-1,-1
27,12,663.8,238.8,52.0,41.4,-1,-1,-1,-1
27,9,1034.8,368.1,276.8,203.9,-1,-1,-1,-1
27,6,759.6,365.9,66.5,68.8,-1,-1,-1,-1
27,2,762.1,215.0,38.5,28.4,-1,-1,-1,-1
27,1,784.9,437.8,102.6,155.2,-1,-1,-1,-1
28,12,668.6,241.3,53.0,42.6,-1,-1,-1,-1
28,9,1024.6,360.5,259.8,193.6,-1,-1,-1,-1
28,6,761.7,369.3,73.3,72.1,-1,-1,-1,-1
28,2,757.0,212.3,36.7,26.9,-1,-1,-1,-1
28,1,781.0,445.8,104.3,159.6,-1,-1,-1,-1
29,12,675.2,246.9,52.8,42.7,-1,-1,-1,-1
29,9,1011.7,354.1,245.4,184.5,-1,-1,-1,-1
29,6,763.5,358.6,74.4,71.8,-1,-1,-1,-1
29,2,750.5,207.7,35.8,26.0,-1,-1,-1,-1
29,1,776.1,454.3,107.7,162.9,-1,-1,-1,-1
30,12,680.2,252.7,53.8,42.5,-1,-1,-1,-1
30,9,1000.6,347.6,231.9,175.9,-1,-1,-1,-1
30,6,766.2,356.1,75.7,72.2,-1,-1,-1,-1
30,1,769.2,459.4,112.4,167.8,-1,-1,-1,-1
31,12,686.3,257.2,55.6,43.3,-1,-1,-1,-1
31,9,989.9,340.1,219.0,167.3,-1,-1,-1,-1
31,6,769.9,360.0,76.4,72.1,-1,-1,-1,-1
31,1,759.9,466.5,119.0,173.2,-1,-1,-1,-1
32,12,692.0,261.2,56.9,44.7,-1,-1,-1,-1
32,9,980.8,334.4,205.6,158.0,-1,-1,-1,-1
32,6,774.5,365.0,78.0,72.7,-1,-1,-1,-1
32,1,751.8,475.9,125.4,177.0,-1,-1,-1,-1
33,12,698.0,265.8,58.1,46.0,-1,-1,-1,-1
33,9,969.7,329.5,193.1,150.4,-1,-1,-1,-1
33,6,777.5,370.3,78.9,73.6,-1,-1,-1,-1
33,1,741.2,482.8,132.5,183.6,-1,-1,-1,-1
34,12,705.5,271.8,58.1,45.7,-1,-1,-1,-1
34,9,960.2,323.2,182.2,143.7,-1,-1,-1,-1
34,6,781.8,374.5,79.9,75.1,-1,-1,-1,-1
34,1,729.4,491.9,140.3,189.5,-1,-1,-1,-1
35,9,950.7,316.2,172.2,137.7,-1,-1,-1,-1
35,6,785.0,380.4,81.4,77.4,-1,-1,-1,-1
35,1,716.8,499.7,148.6,195.5,-1,-1,-1,-1
36,9,943.3,310.6,161.8,131.1,-1,-1,-1,-1
36,6,788.8,385.1,83.1,79.6,-1,-1,-1,-1
36,1,702.1,507.5,158.5,201.3,-1,-1,-1,-1
37,9,937.2,307.7,153.2,125.3,-1,-1,-1,-1
37,6,791.6,388.6,85.2,81.7,-1,-1,-1,-1
37,1,690.7,514.9,167.0,205.8,-1,-1,-1,-1
38,9,928.8,303.1,147.1,119.7,-1,-1,-1,-1
38,6,793.4,393.9,86.3,83.0,-1,-1,-1,-1
38,1,673.8,522.4,178.0,211.3,-1,-1,-1,-1
39,9,920.6,298.1,139.3,114.7,-1,-1,-1,-1
39,6,796.2,400.7,86.9,83.8,-1,-1,-1,-1
39,1,655.2,532.0,188.3,218.6,-1,-1,-1,-1
40,9,911.4,293.8,131.1,109.8,-1,-1,-1,-1
40,6,799.3,406.4,87.8,85.6,-1,-1,-1,-1
40,1,635.2,541.5,200.2,224.2,-1,-1,-1,-1
41,9,904.2,288.7,123.0,104.5,-1,-1,-1,-1
41,6,803.4,412.7,87.4,86.8,-1,-1,-1,-1
41,1,611.1,552.0,213.3,230.9,-1,-1,-1,-1
42,9,896.6,283.6,116.4,99.8,-1,-1,-1,-1
42,6,805.9,417.9,87.6,88.5,-1,-1,-1,-1
42,1,589.5,564.0,226.0,238.2,-1,-1,-1,-1
43,13,1295.1,609.0,231.5,147.6,-1,-1,-1,-1
43,9,889.3,278.7,110.7,94.8,-1,-1,-1,-1
43,6,808.4,424.6,88.3,89.8,-1,-1,-1,-1
43,1,563.4,575.9,238.9,246.0,-1,-1,-1,-1
44,13,1265.4,589.9,215.6,135.8,-1,-1,-1,-1
44,9,882.0,274.4,105.0,90.1,-1,-1,-1,-1
44,6,810.4,430.3,88.9,92.1,-1,-1,-1,-1
45,13,1238.5,572.0,199.7,124.9,-1,-1,-1,-1
45,9,876.2,270.6,97.6,85.4,-1,-1,-1,-1
45,6,812.2,436.6,89.3,94.0,-1,-1,-1,-1
46,13,1220.2,558.8,186.1,115.5,-1,-1,-1,-1
46,9,871.7,267.1,92.3,82.0,-1,-1,-1,-1
46,6,813.7,441.3,89.0,96.4,-1,-1,-1,-1
47,13,1198.4,544.0,172.9,106.6,-1,-1,-1,-1
47,9,865.5,262.5,88.0,79.9,-1,-1,-1,-1
47,6,815.0,448.0,89.1,98.7,-1,-1,-1,-1
48,16,845.2,376.1,94.2,69.2,-1,-1,-1,-1
48,13,1176.3,529.3,159.8,97.9,-1,-1,-1,-1
48,9,859.9,259.0,83.2,76.2,-1,-1,-1,-1
48,6,816.3,453.9,88.5,100.4,-1,-1,-1,-1
49,16,860.8,389.2,96.8,71.0,-1,-1,-1,-1
49,13,1154.8,513.9,146.5,89.2,-1,-1,-1,-1
49,9,851.9,254.9,79.6,73.0,-1,-1,-1,-1
49,6,816.3,461.9,87.3,102.2,-1,-1,-1,-1
50,16,874.5,400.0,101.2,74.8,-1,-1,-1,-1
50,13,1136.6,501.5,134.6,81.9,-1,-1,-1,-1
50,9,845.5,252.6,74.8,69.3,-1,-1,-1,-1
50,6,814.7,470.2,87.8,104.4,-1,-1,-1,-1
51,16,891.1,413.1,105.4,78.7,-1,-1,-1,-1
51,13,1117.4,487.3,123.7,75.6,-1,-1,-1,-1
51,9,840.9,249.4,70.3,65.2,-1,-1,-1,-1
51,6,812.8,476.1,88.4,107.0,-1,-1,-1,-1
52,16,908.6,426.5,109.4,82.9,-1,-1,-1,-1
52,13,1102.5,474.9,111.7,69.3,-1,-1,-1,-1
52,9,836.0,246.3,65.9,61.4,-1,-1,-1,-1
52,6,809.1,484.7,89.4,108.8,-1,-1,-1,-1
53,16,925.2,440.2,116.7,88.0,-1,-1,-1,-1
53,13,1085.9,463.9,102.0,62.9,-1,-1,-1,-1
53,9,831.3,242.4,62.2,58.7,-1,-1,-1,-1
53,6,805.4,491.5,90.2,112.1,-1,-1,-1,-1
54,17,1445.8,596.6,261.6,155.7,-1,-1,-1,-1
54,16,944.1,456.8,123.4,92.7,-1,-1,-1,-1
54,13,1071.3,453.2,93.5,57.2,-1,-1,-1,-1
54,9,825.2,238.7,59.1,56.1,-1,-1,-1,-1
54,6,801.4,499.0,91.8,114.4,-1,-1,-1,-1
55,17,1395.9,569.7,253.5,147.2,-1,-1,-1,-1
55,16,964.0,473.7,130.9,98.5,-1,-1,-1,-1
55,13,1056.2,442.8,85.4,52.3,-1,-1,-1,-1
55,9,819.7,235.9,55.1,53.1,-1,-1,-1,-1
55,6,795.8,507.1,95.2,117.4,-1,-1,-1,-1
56,17,1362.9,549.8,245.7,141.4,-1,-1,-1,-1
56,16,981.9,489.5,137.1,102.6,-1,-1,-1,-1
56,13,1047.1,436.0,76.1,47.7,-1,-1,-1,-1
56,9,816.6,234.4,51.0,49.4,-1,-1,-1,-1
56,6,791.0,513.2,98.5,120.3,-1,-1,-1,-1
57,17,1329.4,531.1,232.6,132.3,-1,-1,-1,-1
57,16,1003.5,508.8,144.9,109.4,-1,-1,-1,-1
57,13,1033.8,427.4,69.2,43.1,-1,-1,-1,-1
57,9,804.1,225.4,64.4,62.7,-1,-1,-1,-1
57,6,785.8,518.8,102.6,123.6,-1,-1,-1,-1
58,17,1295.7,511.4,218.7,123.5,-1,-1,-1,-1
58,16,1029.7,530.4,155.1,118.4,-1,-1,-1,-1
58,13,1021.7,417.4,62.9,39.7,-1,-1,-1,-1
58,9,794.0,217.1,71.0,70.0,-1,-1,-1,-1
58,6,778.5,527.0,106.4,126.5,-1,-1,-1,-1
59,17,1264.4,494.6,204.0,113.6,-1,-1,-1,-1
59,16,1057.5,556.4,166.5,127.6,-1,-1,-1,-1
59,13,999.5,402.3,77.4,49.1,-1,-1,-1,-1
59,9,785.0,209.6,75.3,74.8,-1,-1,-1,-1
59,6,770.1,536.1,111.4,129.0,-1,-1,-1,-1
60,17,1235.3,479.0,189.8,104.6,-1,-1,-1,-1
60,16,1088.1,584.2,180.4,138.7,-1,-1,-1,-1
60,13,980.7,388.9,85.6,54.9,-1,-1,-1,-1
60,9,778.0,204.6,78.1,77.5,-1,-1,-1,-1
60,6,757.9,544.0,117.5,132.8,-1,-1,-1,-1
