1,2,1029.6,357.3,114.9,76.4,-1,-1,-1,-1
1,1,717.1,291.1,82.7,76.4,-1,-1,-1,-1
2,2,1011.8,347.0,108.3,73.8,-1,-1,-1,-1
2,1,720.5,296.0,82.5,77.8,-1,-1,-1,-1
3,2,993.1,338.9,104.5,71.7,-1,-1,-1,-1
3,1,727.8,298.9,79.5,79.0,-1,-1,-1,-1
4,2,978.9,330.9,97.6,67.3,-1,-1,-1,-1
4,1,734.5,305.1,78.8,81.7,-1,-1,-1,-1
5,2,962.9,321.7,92.7,63.0,-1,-1,-1,-1
5,1,740.7,309.7,77.5,83.8,-1,-1,-1,-1
6,2,947.4,314.5,87.8,60.7,-1,-1,-1,-1
6,1,744.9,311.7,77.6,88.9,-1,-1,-1,-1
7,2,933.4,306.5,82.6,58.6,-1,-1,-1,-1
7,1,748.5,316.5,81.0,93.0,-1,-1,-1,-1
8,2,924.3,302.5,77.5,54.0,-1,-1,-1,-1
8,1,752.0,328.6,82.5,91.4,-1,-1,-1,-1
9,2,913.1,296.5,74.0,51.5,-1,-1,-1,-1
9,1,756.3,331.0,83.8,95.4,-1,-1,-1,-1
10,2,899.7,291.4,72.6,48.4,-1,-1,-1,-1
10,1,763.9,336.9,84.7,97.1,-1,-1,-1,-1
11,11,698.1,289.2,44.7,49.6,-1,-1,-1,-1
11,2,889.7,285.1,68.3,45.7,-1,-1,-1,-1
11,1,769.1,342.6,85.3,98.2,-1,-1,-1,-1
12,11,702.6,293.7,44.0,49.8,-1,-1,-1,-1
12,2,879.8,282.0,63.1,42.1,-1,-1,-1,-1
12,1,774.8,355.8,85.5,94.6,-1,-1,-1,-1
13,11,706.9,286.3,46.2,45.5,-1,-1,-1,-1
13,2,870.7,275.6,60.4,41.4,-1,-1,-1,-1
13,1,777.9,356.7,86.0,97.7,-1,-1,-1,-1
14,11,710.3,285.5,49.0,45.6,-1,-1,-1,-1
14,2,860.6,269.5,57.6,40.5,-1,-1,-1,-1
14,1,780.5,362.7,88.2,102.2,-1,-1,-1,-1
15,11,713.6,289.4,51.0,46.0,-1,-1,-1,-1
15,2,850.4,262.1,55.2,40.5,-1,-1,-1,-1
15,1,785.1,370.6,88.7,104.1,-1,-1,-1,-1
16,11,719.6,295.8,56.7,48.3,-1,-1,-1,-1
16,2,842.1,257.4,53.1,38.3,-1,-1,-1,-1
16,1,788.6,378.7,89.1,107.1,-1,-1,-1,-1
17,11,721.1,297.7,61.8,51.1,-1,-1,-1,-1
17,2,833.2,254.5,52.5,36.3,-1,-1,-1,-1
17,1,790.1,382.0,91.1,110.1,-1,-1,-1,-1
18,11,723.6,299.4,64.1,52.6,-1,-1,-1,-1
18,2,825.9,248.4,52.6,36.9,-1,-1,-1,-1
18,1,791.9,386.5,91.1,112.8,-1,-1,-1,-1
19,11,723.3,319.7,54.2,52.2,-1,-1,-1,-1
19,2,818.0,246.3,51.5,36.0,-1,-1,-1,-1
19,1,793.6,391.7,91.3,118.0,-1,-1,-1,-1
20,11,726.2,330.5,48.7,53.1,-1,-1,-1,-1
20,9,1126.1,423.1,439.9,324.1,-1,-1,-1,-1
20,1,794.9,394.8,92.6,123.4,-1,-1,-1,-1
21,9,1123.0,421.0,380.5,282.2,-1,-1,-1,-1
21,1,798.6,400.6,92.8,128.1,-1,-1,-1,-1
22,9,1122.0,418.0,323.8,246.1,-1,-1,-1,-1
22,1,800.0,406.6,91.2,132.3,-1,-1,-1,-1
23,9,1114.4,419.1,284.0,212.5,-1,-1,-1,-1
23,1,799.1,413.3,93.4,135.7,-1,-1,-1,-1
24,9,1110.1,419.3,243.0,181.8,-1,-1,-1,-1
24,2,792.1,242.0,24.4,24.8,-1,-1,-1,-1
